,Smart Card,Recommended_Collaborative_Filtering
754,200005910959,"CERAMIC WARE, DESSERT, ELECTRICAL EQUIPMENT, FOOT WEAR CONC, FROZEN, GLASS WARE, KID'S BOYS TOP WEAR, KITCHEN TOOLS METAL, LAB"
755,200006001090,"ALLNCE & MISC INCOME, BATH, CERAMIC WARE, COLOUR COSMETICS, FURNISHING, KID'S BOYS TOP WEAR, PACKD DRINKING WATER, READY TO EAT, SHOE CARE"
756,200006001425,"ALLNCE & MISC INCOME, EGG, FOOT WEAR CONC, GIFT CARD & VOUCHERS, OTC, PACKD DRINKING WATER, SHOE CARE, SPORT, TOOLS AND CAR CARE"
757,200006003007,"BATH, COLOUR COSMETICS, FASHION CONC, FISH, FROZEN NON VEG, GLASS WARE, KITCHEN, KITCHEN APPLIANCES, SHOE CARE"
758,200006003098,"BED, FASHION CONC, GIFT CARD & VOUCHERS, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, PICKLE/CHUTNEY, SPORT, SYRUPS & CONCENTRATE"
759,200006003238,"BROWN SPIRITS, COLOUR COSMETICS, FROZEN NON VEG, FURNISHING, KITCHEN APPLIANCES, MEN'S BOTTOMWEAR, OTHER RTD, PACKD DRINKING WATER, SERVE/TABLE WARE"
760,200006004477,"DESSERT, FASHION CONC, FISH, FROZEN NON VEG, GLASS WARE, GLUCOSE & ENERGY, MEN'S INNERWEAR, PICKLE/CHUTNEY, SHOE CARE"
761,200006005254,"BATH, EGG, FASHION CONC, FROZEN NON VEG, KITCHEN, MEN'S BOTTOMWEAR, PACKD DRINKING WATER, SERVE/TABLE WARE, SHOE CARE"
762,200006005263,"CERAMIC WARE, COOKWARE METAL, FASHION CONC, FURNISHING, KITCHEN APPLIANCES, MEN'S TOPWEAR, MILK FOOD, OTHER RTD, SERVE/TABLE WARE"
763,200006005281,"BATHROOM AIDS, COLOUR COSMETICS, DISINFECTANT AND MUL, GLUCOSE & ENERGY, INDIAN WEAR TOPS, KITCHEN, KITCHEN APPLIANCES, MEN'S INNERWEAR, OTHER RTD"
764,200006005953,"BATH, CERAMIC WARE, FASHION CONC, FROZEN NON VEG, GLUCOSE & ENERGY, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KITCHEN, MILK FOOD"
765,200006007289,"FASHION CONC, GLUCOSE & ENERGY, KIDS BOYS BWEAR, MELAMINE WARE, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, MILK FOOD, OTHER RTD, SERVE/TABLE WARE"
766,200006007395,"COLOUR COSMETICS, FASHION CONC, FOOT WEAR CONC, GLASS WARE, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, SHOE CARE"
767,200006007483,"CERAMIC WARE, FASHION CONC, FROZEN VEG, FURNISHING, MEN'S BOTTOMWEAR, OTC FOOD, OTHER RTD, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
768,200006010043,"FASHION CONC, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, MELAMINE WARE, PICKLE/CHUTNEY, SERVE/TABLE WARE, SPORT, TOOLS AND CAR CARE"
769,200006010104,"FASHION CONC, FROZEN NON VEG, FROZEN VEG, FURNISHING, GLUCOSE & ENERGY, MELAMINE WARE, MEN'S BOTTOMWEAR, PACKD DRINKING WATER, SYRUPS & CONCENTRATE"
770,200006010210,"COLOUR COSMETICS, FASHION CONC, FROZEN NON VEG, FROZEN VEG, GLUCOSE & ENERGY, KITCHEN, OTHER RTD, SERVE/TABLE WARE, SPORT"
771,200006038395,"BATH, GIFT CARD & VOUCHERS, GLASS WARE, KITCHEN, LAB, MEN'S INNERWEAR, MILK FOOD, READY TO EAT, SERVE/TABLE WARE"
772,200006039190,"EGG, ELECTRICAL EQUIPMENT, FROZEN, FROZEN NON VEG, KIDS BOYS BWEAR, KITCHEN, KITCHEN TOOLS METAL, MELAMINE WARE, MEN'S BOTTOMWEAR"
773,200006151243,"CERAMIC WARE, COOKWARE METAL, FASHION CONC, FROZEN NON VEG, GLUCOSE & ENERGY, MEN'S INNERWEAR, PACKD DRINKING WATER, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
774,200006151562,"COOKWARE METAL, FASHION CONC, KITCHEN APPLIANCES, MELAMINE WARE, MEN'S BOTTOMWEAR, OTC FOOD, PACKD DRINKING WATER, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
775,200006151890,"FROZEN NON VEG, KIDS BOYS BWEAR, LAB, MEN'S BOTTOMWEAR, MILK FOOD, OTHER RTD, PACKD DRINKING WATER, READY TO EAT, SERVE/TABLE WARE"
776,200006151960,"BATH, FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, LAB, MILK FOOD, PACKD DRINKING WATER, READY TO EAT"
777,200006151997,"DESSERT, FROZEN NON VEG, GLASS WARE, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN APPLIANCES, MELAMINE WARE, TEA BAGS, TOOLS AND CAR CARE"
778,200006154107,"CERAMIC WARE, FROZEN NON VEG, FURNISHING, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, PACKD DRINKING WATER"
779,200006154295,"BATHROOM AIDS, COOKWARE METAL, EGG, KID'S BOYS TOP WEAR, KITCHEN, MEN'S INNERWEAR, SPORT, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
780,200006154550,"ALLNCE & MISC INCOME, COLOUR COSMETICS, GLUCOSE & ENERGY, KITCHEN, KITCHEN APPLIANCES, LAB, MEN'S INNERWEAR, OTHER RTD, SHOE CARE"
781,200006156114,"ALLNCE & MISC INCOME, CERAMIC WARE, DESSERT, DISINFECTANT AND MUL, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KITCHEN, LAB, READY TO EAT"
782,200006156406,"CERAMIC WARE, FASHION CONC, FROZEN, FURNISHING, GLUCOSE & ENERGY, MELAMINE WARE, OTC FOOD, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
783,200006158334,"BATHROOM AIDS, COLOUR COSMETICS, DISINFECTANT AND MUL, EGG, INDIAN WEAR TOPS, KITCHEN, MEN'S INNERWEAR, MEN'S TOPWEAR, OTHER RTD"
784,200006160171,"BATH, BATHROOM AIDS, EGG, FROZEN, FROZEN NON VEG, GLASS WARE, KITCHEN TOOLS METAL, LAB, OTHER RTD"
785,200006580560,"BED, CERAMIC WARE, COOKWARE METAL, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, PICKLE/CHUTNEY, SYRUPS & CONCENTRATE, TEA BAGS"
786,200007762930,"COOKWARE METAL, FROZEN NON VEG, FROZEN VEG, GLUCOSE & ENERGY, MEN'S TOPWEAR, PACKD DRINKING WATER, PICKLE/CHUTNEY, SERVE/TABLE WARE, TEA BAGS"
787,200007768943,"ALLNCE & MISC INCOME, CERAMIC WARE, FASHION CONC, GIFT CARD & VOUCHERS, MEN'S BOTTOMWEAR, MILK FOOD, OTHER RTD, PACKD DRINKING WATER, READY TO EAT"
788,200007770151,"CERAMIC WARE, GLUCOSE & ENERGY, MELAMINE WARE, MILK FOOD, PACKD DRINKING WATER, PICKLE/CHUTNEY, SERVE/TABLE WARE, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
789,200007771099,"CERAMIC WARE, DESSERT, FASHION CONC, GLASS WARE, MELAMINE WARE, MEN'S TOPWEAR, MILK FOOD, OTHER RTD, SERVE/TABLE WARE"
790,200007774944,"BED, CERAMIC WARE, FASHION CONC, FROZEN NON VEG, KIDS BOYS BWEAR, KITCHEN APPLIANCES, MELAMINE WARE, OTC FOOD, SERVE/TABLE WARE"
791,200007775581,"BATH, FASHION CONC, FROZEN NON VEG, FURNISHING, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, PACKD DRINKING WATER, SERVE/TABLE WARE"
792,200007775819,"BED, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, KITCHEN APPLIANCES, MELAMINE WARE, OTHER RTD, SPORT, TOOLS AND CAR CARE"
793,200007776766,"ALLNCE & MISC INCOME, BED, FASHION CONC, FROZEN NON VEG, KID'S BOYS TOP WEAR, MEAT, OTHER RTD, PACKD DRINKING WATER, SERVE/TABLE WARE"
794,200007777385,"ALLNCE & MISC INCOME, COLOUR COSMETICS, DISINFECTANT AND MUL, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, LAB, OTHER RTD, SHOE CARE"
795,200007777400,"FASHION CONC, FROZEN VEG, FURNISHING, GLASS WARE, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KITCHEN, MELAMINE WARE, SPORT"
796,200007777932,"ALLNCE & MISC INCOME, BATH, EGG, FASHION CONC, FURNISHING, GIFT CARD & VOUCHERS, MEN'S INNERWEAR, PACKD DRINKING WATER, READY TO EAT"
797,200007787601,"CERAMIC WARE, FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, KITCHEN APPLIANCES, MEN'S INNERWEAR, READY TO EAT, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
798,200007787832,"CERAMIC WARE, FASHION CONC, GLASS WARE, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, OTHER RTD, SERVE/TABLE WARE, SPORT"
799,200007788105,"BATH, FROZEN NON VEG, FURNISHING, KITCHEN, MILK FOOD, READY TO EAT, SERVE/TABLE WARE, SHOE CARE, STATIONERY"
800,200007788169,"BED, EGG, GLASS WARE, KIDS BOYS BWEAR, KITCHEN, MELAMINE WARE, OTHER RTD, SPORT, TEA BAGS"
801,200007789441,"BATH, FROZEN NON VEG, FURNISHING, GLASS WARE, INDIAN WEAR TOPS, KITCHEN, READY TO EAT, SERVE/TABLE WARE, SHOE CARE"
802,200007790599,"BATH, EGG, FASHION CONC, FOOT WEAR CONC, FURNISHING, MELAMINE WARE, PACKD DRINKING WATER, READY TO EAT, SYRUPS & CONCENTRATE"
803,200007790748,"CERAMIC WARE, FASHION CONC, FROZEN NON VEG, FURNISHING, GLUCOSE & ENERGY, KITCHEN, MELAMINE WARE, PACKD DRINKING WATER, SERVE/TABLE WARE"
804,200007791118,"BATH, FROZEN NON VEG, FURNISHING, GLASS WARE, GLUCOSE & ENERGY, INDIAN WEAR TOPS, KITCHEN, MELAMINE WARE, SERVE/TABLE WARE"
805,200007791437,"FASHION CONC, FROZEN NON VEG, FURNISHING, KIDS BOYS BWEAR, KITCHEN, KITCHEN APPLIANCES, OTC FOOD, PACKD DRINKING WATER, SHOE CARE"
806,200007793204,"DISINFECTANT AND MUL, ELECTRICAL EQUIPMENT, FASHION CONC, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, MEN'S INNERWEAR, OTC FOOD, SYRUPS & CONCENTRATE"
807,200007797556,"BATHROOM AIDS, COOKWARE METAL, DISINFECTANT AND MUL, FASHION CONC, GLUCOSE & ENERGY, MEAT, MELAMINE WARE, SPORT, SYRUPS & CONCENTRATE"
808,200007798005,"BATHROOM AIDS, FASHION CONC, FROZEN, FURNISHING, INDIAN WEAR TOPS, KITCHEN APPLIANCES, OTC FOOD, READY TO EAT, SERVE/TABLE WARE"
809,200007801327,"CERAMIC WARE, FASHION CONC, FROZEN NON VEG, GLASS WARE, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, SERVE/TABLE WARE"
810,200007803574,"BATH, CERAMIC WARE, FURNISHING, GLASS WARE, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, MELAMINE WARE, MEN'S INNERWEAR, SYRUPS & CONCENTRATE"
811,200007810255,"CERAMIC WARE, FROZEN NON VEG, FROZEN VEG, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, MILK FOOD"
812,200007810608,"ALLNCE & MISC INCOME, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, OTHER RTD, SHOE CARE, TOOLS AND CAR CARE"
813,200007810848,"BED, COLOUR COSMETICS, COOKWARE METAL, DISINFECTANT AND MUL, FISH, GLUCOSE & ENERGY, KITCHEN APPLIANCES, MEN'S TOPWEAR, OTHER RTD"
814,200007811537,"BATH, BED, CERAMIC WARE, COLOUR COSMETICS, DISINFECTANT AND MUL, FROZEN NON VEG, KITCHEN, MEN'S BOTTOMWEAR, SHOE CARE"
815,200007811759,"COOKWARE METAL, FASHION CONC, GLASS WARE, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KITCHEN TOOLS METAL, MELAMINE WARE, SPORT, SYRUPS & CONCENTRATE"
816,200007812013,"BATHROOM AIDS, CERAMIC WARE, FROZEN VEG, GLUCOSE & ENERGY, KITCHEN APPLIANCES, LAB, MILK FOOD, OTHER RTD, PICKLE/CHUTNEY"
817,200007812165,"COOKWARE METAL, FASHION CONC, FROZEN, GLASS WARE, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KITCHEN, MEN'S INNERWEAR, SHOE CARE"
818,200007812174,"ALLNCE & MISC INCOME, BATHROOM AIDS, FURNISHING, GIFT CARD & VOUCHERS, KIDS BOYS BWEAR, MEN'S TOPWEAR, OTHER RTD, PACKD DRINKING WATER, PICKLE/CHUTNEY"
819,200007812350,"BATH, BED, FASHION CONC, FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, MEN'S INNERWEAR, READY TO EAT, SERVE/TABLE WARE"
820,200007812572,"BATHROOM AIDS, EGG, FASHION CONC, INDIAN WEAR TOPS, KITCHEN, MELAMINE WARE, MEN'S INNERWEAR, OTHER RTD, SYRUPS & CONCENTRATE"
821,200007814613,"BATH, FASHION CONC, FURNISHING, GLASS WARE, MILK FOOD, PACKD DRINKING WATER, PICKLE/CHUTNEY, READY TO EAT, SHOE CARE"
822,200007814950,"ALLNCE & MISC INCOME, BATH, DESSERT, GLASS WARE, KIDS BOYS BWEAR, KITCHEN, MELAMINE WARE, READY TO EAT, SPORT"
823,200007815320,"BATHROOM AIDS, INDIAN WEAR TOPS, KIDS BOYS BWEAR, KITCHEN, LAB, MEN'S BOTTOMWEAR, OTC FOOD, PICKLE/CHUTNEY, READY TO EAT"
824,200007815630,"COOKWARE METAL, FROZEN, FROZEN NON VEG, FURNISHING, GLASS WARE, KID'S BOYS TOP WEAR, PACKD DRINKING WATER, SHOE CARE, TOOLS AND CAR CARE"
825,200007815719,"ALLNCE & MISC INCOME, GIFT CARD & VOUCHERS, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KITCHEN, LAB, PICKLE/CHUTNEY, SPORT, TEA BAGS"
826,200007816028,"BROWN SPIRITS, CERAMIC WARE, FROZEN NON VEG, FURNISHING, KIDS BOYS BWEAR, PACKD DRINKING WATER, PICKLE/CHUTNEY, READY TO EAT, SERVE/TABLE WARE"
827,200007816091,"BROWN SPIRITS, CERAMIC WARE, FURNISHING, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, OTC FOOD, PACKD DRINKING WATER, READY TO EAT, TOOLS AND CAR CARE"
828,200007816116,"BED, FROZEN NON VEG, INDIAN WEAR TOPS, KITCHEN APPLIANCES, LAB, PACKD DRINKING WATER, READY TO EAT, SERVE/TABLE WARE, TOOLS AND CAR CARE"
829,200007816578,"ELECTRICAL EQUIPMENT, FROZEN, FROZEN VEG, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MEAT, MELAMINE WARE"
830,200007816602,"BATHROOM AIDS, EGG, FROZEN, FROZEN VEG, FURNISHING, MEN'S TOPWEAR, OTC FOOD, READY TO EAT, SYRUPS & CONCENTRATE"
831,200007817212,"BATH, CERAMIC WARE, FASHION CONC, GLUCOSE & ENERGY, KITCHEN, MELAMINE WARE, MEN'S INNERWEAR, SHOE CARE, SYRUPS & CONCENTRATE"
832,200007817230,"FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, LAB, MEN'S BOTTOMWEAR, MEN'S INNERWEAR, PACKD DRINKING WATER, READY TO EAT, SHOE CARE"
833,200007817531,"COOKWARE METAL, FASHION CONC, FROZEN VEG, FURNISHING, KID'S BOYS TOP WEAR, MILK FOOD, OTHER RTD, PACKD DRINKING WATER, SERVE/TABLE WARE"
834,200007817799,"DESSERT, ELECTRICAL EQUIPMENT, FASHION CONC, GLASS WARE, KIDS BOYS BWEAR, KITCHEN, KITCHEN TOOLS METAL, OTHER RTD, PICKLE/CHUTNEY"
835,200007817878,"CERAMIC WARE, COOKWARE METAL, FASHION CONC, FURNISHING, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, MELAMINE WARE, PACKD DRINKING WATER, TOOLS AND CAR CARE"
836,200007818284,"CERAMIC WARE, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, LAB, MEN'S INNERWEAR, MILK FOOD, PACKD DRINKING WATER, READY TO EAT, SERVE/TABLE WARE"
837,200007818947,"BATH, BATHROOM AIDS, COLOUR COSMETICS, DISINFECTANT AND MUL, KITCHEN, KITCHEN APPLIANCES, LAB, MEN'S INNERWEAR, OTHER RTD"
838,200007819113,"ALLNCE & MISC INCOME, CERAMIC WARE, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MILK FOOD, PACKD DRINKING WATER, READY TO EAT, SHOE CARE, TEA BAGS"
839,200007819159,"FROZEN, FROZEN NON VEG, FROZEN VEG, GLASS WARE, INDIAN WEAR TOPS, MELAMINE WARE, OTC FOOD, PACKD DRINKING WATER, SHOE CARE"
840,200007820809,"BATH, CERAMIC WARE, FISH, FURNISHING, GLASS WARE, GLUCOSE & ENERGY, MELAMINE WARE, READY TO EAT, TOOLS AND CAR CARE"
841,200007820845,"BROWN SPIRITS, COOKWARE METAL, FROZEN VEG, FURNISHING, GIFT CARD & VOUCHERS, KID'S BOYS TOP WEAR, MILK FOOD, PACKD DRINKING WATER, READY TO EAT"
842,200007826849,"CERAMIC WARE, COOKWARE METAL, FROZEN, FROZEN NON VEG, FURNISHING, GLUCOSE & ENERGY, MILK FOOD, PACKD DRINKING WATER, SERVE/TABLE WARE"
843,200007827006,"ALLNCE & MISC INCOME, BATH, COLOUR COSMETICS, COOKWARE METAL, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KITCHEN, SHOE CARE"
844,200007827176,"CERAMIC WARE, DESSERT, FASHION CONC, FURNISHING, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, MEAT, SHOE CARE"
845,200007827389,"COOKWARE METAL, EGG, FASHION CONC, GLASS WARE, GLUCOSE & ENERGY, KITCHEN, KITCHEN APPLIANCES, MELAMINE WARE, SYRUPS & CONCENTRATE"
846,200007827644,"BATH, COLOUR COSMETICS, EGG, FASHION CONC, FURNISHING, MEN'S BOTTOMWEAR, OTHER RTD, SHOE CARE, SYRUPS & CONCENTRATE"
847,200007827680,"EGG, FROZEN NON VEG, INDIAN WEAR TOPS, MEN'S INNERWEAR, MEN'S TOPWEAR, OTC FOOD, PACKD DRINKING WATER, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
848,200007827699,"DESSERT, INDIAN WEAR TOPS, LAB, MELAMINE WARE, OTC FOOD, PACKD DRINKING WATER, PICKLE/CHUTNEY, READY TO EAT, SYRUPS & CONCENTRATE"
849,200007827811,"COOKWARE METAL, FURNISHING, INDIAN WEAR TOPS, KITCHEN APPLIANCES, MEN'S TOPWEAR, OTC FOOD, PACKD DRINKING WATER, PICKLE/CHUTNEY, SHOE CARE"
850,200007827990,"BATHROOM AIDS, COOKWARE METAL, FROZEN VEG, FURNISHING, GLASS WARE, KIDS BOYS BWEAR, KITCHEN, OTHER RTD, SYRUPS & CONCENTRATE"
851,200007828184,"CERAMIC WARE, COLOUR COSMETICS, DISINFECTANT AND MUL, KID'S BOYS TOP WEAR, LAB, OTC, READY TO EAT, SHOE CARE, TEA BAGS"
852,200007833201,"CERAMIC WARE, FROZEN NON VEG, GIFT CARD & VOUCHERS, INDIAN WEAR TOPS, KITCHEN, LAB, PICKLE/CHUTNEY, READY TO EAT, SERVE/TABLE WARE"
853,200007833371,"BED, FROZEN NON VEG, FURNISHING, KITCHEN, KITCHEN APPLIANCES, MEN'S INNERWEAR, READY TO EAT, SERVE/TABLE WARE, SHOE CARE"
854,200007833900,"CERAMIC WARE, FASHION CONC, FROZEN NON VEG, FURNISHING, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, PACKD DRINKING WATER, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
855,200007834130,"CERAMIC WARE, FASHION CONC, FROZEN NON VEG, GIFT CARD & VOUCHERS, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MEN'S INNERWEAR, MILK FOOD, READY TO EAT"
856,200007834228,"FASHION CONC, FROZEN NON VEG, FROZEN VEG, GLASS WARE, GLUCOSE & ENERGY, KIDS BOYS BWEAR, MEN'S TOPWEAR, OTHER RTD, SPORT"
857,200007834389,"BATH, COOKWARE METAL, FROZEN, FROZEN NON VEG, FROZEN VEG, MEN'S BOTTOMWEAR, MEN'S INNERWEAR, SHOE CARE, STATIONERY"
858,200007835193,"CERAMIC WARE, COLOUR COSMETICS, DISINFECTANT AND MUL, FROZEN NON VEG, KITCHEN, LAB, PACKD DRINKING WATER, PICKLE/CHUTNEY, SHOE CARE"
859,200007835476,"BATHROOM AIDS, EGG, FASHION CONC, FROZEN VEG, INDIAN WEAR TOPS, MEN'S BOTTOMWEAR, PACKD DRINKING WATER, READY TO EAT, SERVE/TABLE WARE"
860,200007836280,"BATH, BED, COLOUR COSMETICS, COOKWARE METAL, FISH, GLUCOSE & ENERGY, LAB, SHOE CARE, TEA BAGS"
861,200007837696,"ALLNCE & MISC INCOME, CERAMIC WARE, FURNISHING, KID'S BOYS TOP WEAR, MEN'S INNERWEAR, OTHER RTD, SHOE CARE, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
862,200007841398,"FASHION CONC, FROZEN NON VEG, KITCHEN, MEN'S BOTTOMWEAR, OTC FOOD, PACKD DRINKING WATER, PICKLE/CHUTNEY, READY TO EAT, SERVE/TABLE WARE"
863,200007842157,"BATH, EGG, GIFT CARD & VOUCHERS, GLASS WARE, GLUCOSE & ENERGY, MEN'S INNERWEAR, MEN'S TOPWEAR, PACKD DRINKING WATER, PICKLE/CHUTNEY"
864,200007842281,"BATH, CERAMIC WARE, FASHION CONC, FROZEN NON VEG, GLUCOSE & ENERGY, OTHER RTD, SHOE CARE, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
865,200007842290,"BATH, EGG, FASHION CONC, KITCHEN, MEN'S INNERWEAR, MILK FOOD, PACKD DRINKING WATER, READY TO EAT, SHOE CARE"
866,200007842917,"BATHROOM AIDS, COOKWARE METAL, FROZEN VEG, FURNISHING, KITCHEN, MEN'S BOTTOMWEAR, MEN'S INNERWEAR, OTHER RTD, SPORT"
867,200007842953,"BED, CERAMIC WARE, FROZEN NON VEG, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, PICKLE/CHUTNEY, SERVE/TABLE WARE, TOOLS AND CAR CARE"
868,200007843271,"BATHROOM AIDS, COOKWARE METAL, ELECTRICAL EQUIPMENT, FROZEN, FROZEN VEG, GLASS WARE, GLUCOSE & ENERGY, KITCHEN, OTHER RTD"
869,200007843341,"BATH, FASHION CONC, FROZEN NON VEG, FURNISHING, GIFT CARD & VOUCHERS, GLUCOSE & ENERGY, MEN'S INNERWEAR, PACKD DRINKING WATER, SERVE/TABLE WARE"
870,200007843448,"BATH, COLOUR COSMETICS, FURNISHING, GLASS WARE, GLUCOSE & ENERGY, MELAMINE WARE, MEN'S BOTTOMWEAR, PACKD DRINKING WATER, SERVE/TABLE WARE"
871,200007843484,"CERAMIC WARE, ELECTRICAL EQUIPMENT, FASHION CONC, KIDS BOYS BWEAR, MELAMINE WARE, MEN'S TOPWEAR, MILK FOOD, OTC FOOD, READY TO EAT"
872,200007843633,"BATH, BATHROOM AIDS, COLOUR COSMETICS, FURNISHING, INDIAN WEAR TOPS, MEN'S INNERWEAR, MEN'S TOPWEAR, OTC, SHOE CARE"
873,200007843712,"ALLNCE & MISC INCOME, BATH, CERAMIC WARE, COLOUR COSMETICS, MILK FOOD, PACKD DRINKING WATER, SHOE CARE, STATIONERY, TOOLS AND CAR CARE"
874,200007844173,"BED, GLUCOSE & ENERGY, KIDS BOYS BWEAR, MELAMINE WARE, MEN'S TOPWEAR, OTHER RTD, PICKLE/CHUTNEY, SPORT, SYRUPS & CONCENTRATE"
875,200007844191,"BATH, CERAMIC WARE, FASHION CONC, FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, PACKD DRINKING WATER, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
876,200007844243,"BATH, CERAMIC WARE, FASHION CONC, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, MILK FOOD"
877,200007844359,"BATHROOM AIDS, DISINFECTANT AND MUL, KIDS BOYS BWEAR, KITCHEN, KITCHEN APPLIANCES, MELAMINE WARE, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, OTC FOOD"
878,200007845172,"ALLNCE & MISC INCOME, EGG, FROZEN NON VEG, KITCHEN, PACKD DRINKING WATER, READY TO EAT, SERVE/TABLE WARE, SPORT, TOOLS AND CAR CARE"
879,200007845473,"FASHION CONC, FURNISHING, GIFT CARD & VOUCHERS, GLASS WARE, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, OTHER RTD, READY TO EAT"
880,200007846843,"BED, DISINFECTANT AND MUL, FROZEN NON VEG, GLASS WARE, INDIAN WEAR TOPS, KITCHEN, OTHER RTD, PICKLE/CHUTNEY, SHOE CARE"
881,200007847888,"ALLNCE & MISC INCOME, BED, CERAMIC WARE, DISINFECTANT AND MUL, ELECTRICAL EQUIPMENT, KID'S BOYS TOP WEAR, MEN'S TOPWEAR, MILK FOOD, READY TO EAT"
882,200007848115,"BATH, CARBONATED, COOKWARE METAL, FROZEN VEG, INDIAN WEAR TOPS, MELAMINE WARE, MEN'S INNERWEAR, MEN'S TOPWEAR, PACKD DRINKING WATER"
883,200007848328,"DISINFECTANT AND MUL, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, MEN'S INNERWEAR, SHOE CARE, SPORT"
884,200007848586,"GIFT CARD & VOUCHERS, GLASS WARE, KIDS BOYS BWEAR, KITCHEN, LAB, MEN'S INNERWEAR, OTHER RTD, PICKLE/CHUTNEY, SPORT"
885,200007849196,"BED, EGG, ELECTRICAL EQUIPMENT, FROZEN NON VEG, KITCHEN, KITCHEN APPLIANCES, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, OTHER RTD"
886,200007849293,"BATH, EGG, FROZEN VEG, KITCHEN APPLIANCES, MELAMINE WARE, MEN'S BOTTOMWEAR, PACKD DRINKING WATER, PICKLE/CHUTNEY, READY TO EAT"
887,200007849691,"BATH, BED, CERAMIC WARE, FASHION CONC, FISH, GLUCOSE & ENERGY, MEN'S BOTTOMWEAR, MILK FOOD, PICKLE/CHUTNEY"
888,200007849770,"BATH, CERAMIC WARE, COOKWARE METAL, FASHION CONC, FROZEN NON VEG, FROZEN VEG, MEN'S INNERWEAR, MILK FOOD, PACKD DRINKING WATER"
889,200007849859,"FROZEN NON VEG, GLASS WARE, INDIAN WEAR TOPS, KIDS BOYS BWEAR, KITCHEN, LAB, MEN'S INNERWEAR, OTHER RTD, READY TO EAT"
